#fy	FY2014-15
#pages	27
#creator	Nitro Pro 8
#producer	
#source	fy2014-15.pdf
#page	20
20	102.02	744.60	7.91	N
20	109.82	744.60	7.27	A
20	117.13	744.60	5.94	T
20	123.01	744.60	3.20	I
20	126.24	744.60	8.11	O
20	134.38	744.60	7.91	N
20	142.22	744.60	7.27	A
20	149.54	744.60	5.08	L
20	157.33	744.60	5.86	E
20	163.18	744.60	5.08	L
20	168.26	744.60	5.86	E
20	174.12	744.60	6.35	C
20	180.46	744.60	5.94	T
20	186.48	744.60	6.76	R
20	193.08	744.60	3.20	I
20	196.30	744.60	6.35	C
20	205.41	744.60	6.38	P
20	211.80	744.60	8.11	O
20	219.91	744.60	10.87	W
20	230.73	744.60	5.86	E
20	236.59	744.60	6.76	R
20	246.08	744.60	6.76	R
20	252.80	744.60	5.86	E
20	258.66	744.60	7.64	G
20	266.35	744.60	7.84	U
20	274.18	744.60	5.08	L
20	279.19	744.60	7.27	A
20	286.50	744.60	5.94	T
20	292.48	744.60	8.11	O
20	300.63	744.60	6.76	R
20	307.35	744.60	6.24	Y
20	316.22	744.60	7.27	A
20	323.53	744.60	7.84	U
20	331.36	744.60	5.94	T
20	337.30	744.60	7.57	H
20	344.88	744.60	8.11	O
20	353.04	744.60	6.76	R
20	359.76	744.60	3.20	I
20	362.88	744.60	5.94	T
20	368.86	744.60	6.24	Y
20	377.85	744.60	3.74	(
20	381.60	744.60	7.91	N
20	389.50	744.60	5.86	E
20	395.36	744.60	6.38	P
20	401.74	744.60	6.76	R
20	408.45	744.60	7.27	A
20	415.76	744.60	3.74	)
20	77.42	57.26	6.75	P
20	84.17	57.26	4.29	e
20	88.46	57.26	4.29	r
20	92.76	57.26	3.07	f
20	95.89	57.26	4.90	o
20	100.70	57.26	4.29	r
20	104.89	57.26	8.59	m
20	113.52	57.26	4.90	a
20	118.43	57.26	6.14	n
20	124.56	57.26	4.49	c
20	129.00	57.26	4.29	e
20	136.06	57.26	6.75	E
20	142.80	57.26	5.52	v
20	148.32	57.26	4.90	a
20	153.13	57.26	3.07	l
20	156.24	57.26	6.14	u
20	162.38	57.26	4.90	a
20	167.16	57.26	3.68	t
20	170.87	57.26	3.07	i
20	173.87	57.26	4.90	o
20	178.77	57.26	6.14	n
20	187.67	57.26	7.36	R
20	194.99	57.26	4.29	e
20	199.18	57.26	5.52	p
20	204.70	57.26	4.90	o
20	209.61	57.26	4.29	r
20	213.93	57.26	3.68	t
20	220.28	57.26	4.90	o
20	225.18	57.26	3.07	f
20	230.95	57.26	8.59	D
20	239.58	57.26	3.68	I
20	243.29	57.26	6.14	S
