#fy	FY2024-25
#pages	35
#creator	
#producer	iLovePDF
#source	fy2024-25.pdf
#page	13
#page	15
#page	28
#page	29
13	168.17	795.36	0.00	|
13	168.17	795.36	0.00	P
13	168.24	795.36	0.00	e
13	168.24	795.36	0.00	r
13	168.19	795.36	0.00	f
13	168.23	795.36	0.00	o
13	168.23	795.36	0.00	r
13	168.16	795.36	0.00	m
13	168.16	795.36	0.00	a
13	168.02	795.36	0.00	n
13	168.06	795.36	0.00	c
13	168.06	795.36	0.00	e
13	167.95	795.36	0.00	E
13	167.95	795.36	0.00	v
13	167.95	795.36	0.00	a
13	167.95	795.36	0.00	l
13	167.95	795.36	0.00	u
13	167.89	795.36	0.00	a
13	167.89	795.36	0.00	t
13	167.77	795.36	0.00	i
13	167.77	795.36	0.00	o
13	167.77	795.36	0.00	n
13	167.82	795.36	0.00	R
13	167.76	795.36	0.00	e
13	167.76	795.36	0.00	p
13	167.72	795.36	0.00	o
13	167.72	795.36	0.00	r
13	167.65	795.36	0.00	t
13	167.65	795.36	0.00	o
13	167.65	795.36	0.00	f
13	167.65	795.36	0.00	D
13	167.65	795.36	0.00	i
13	167.65	795.36	0.00	s
13	167.55	795.36	0.00	t
13	167.55	795.36	0.00	r
13	167.51	795.36	0.00	i
13	167.51	795.36	0.00	b
13	167.54	795.36	0.00	u
13	167.49	795.36	0.00	t
13	167.49	795.36	0.00	i
13	167.49	795.36	0.00	o
13	167.36	795.36	0.00	n
13	167.29	795.36	0.00	C
13	167.29	795.36	0.00	o
13	167.23	795.36	0.00	m
13	167.23	795.36	0.00	p
13	167.17	795.36	0.00	a
13	167.17	795.36	0.00	n
13	167.21	795.36	0.00	i
13	167.21	795.36	0.00	e
13	167.21	795.36	0.00	s
13	167.21	795.36	0.00	F
13	167.21	795.36	0.00	Y
13	167.17	795.36	0.00	2
13	167.04	795.36	0.00	0
13	167.04	795.36	0.00	2
13	496.68	795.36	0.00	4
13	502.20	795.36	0.00	-
13	505.80	795.36	0.00	2
13	511.32	795.36	0.00	5
13	516.84	795.36	0.00	|
13	463.18	37.92	0.00	P
13	462.99	37.92	0.00	a
13	462.99	37.92	0.00	g
13	462.83	37.92	0.00	e
13	486.94	37.92	0.00	1
